customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Predicted,Churn_Risk_Level,Expected_Annual_Revenue,Expected_Revenue_Loss
CUST_01473,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.91,4530.05,Yes,0.2175048160530257,No,Low,814.92,177.2490246979317
CUST_01793,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Credit card,84.83,2980.44,No,0.17408739863460637,No,Low,1017.96,177.2140083140839
CUST_04395,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,66.03,2438.44,Yes,0.2235032117062588,No,Low,792.36,177.09500482757124
CUST_02317,Female,1,No,No,38,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,60.95,2351.9,No,0.24200554312319536,No,Low,731.4000000000001,177.0028542403051
CUST_00865,Female,1,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.41,1974.55,Yes,0.23238292236679212,No,Low,760.92,176.82481328733945
CUST_02845,Female,1,No,No,19,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.72,1062.7,Yes,0.2644501046435257,No,Low,668.64,176.82191796884703
CUST_04608,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.58,1805.95,No,0.23175395078781325,No,Low,762.96,176.81899429307
CUST_01188,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,85.13,3253.26,Yes,0.17295649435399305,No,Low,1021.56,176.68543637226512
CUST_01154,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Electronic check,85.05,3732.53,No,0.17306313337606868,No,Low,1020.5999999999999,176.62823392361568
CUST_00002,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,85.33,4891.31,No,0.17245327099332183,No,Low,1023.96,176.58525136632184
CUST_00479,Male,0,No,Yes,46,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.55,2490.89,No,0.2744962712535196,No,Low,642.5999999999999,176.39130390751168
CUST_02988,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,No,No,One year,Yes,Credit card,71.32,730.93,No,0.2060959844516094,No,Low,855.8399999999999,176.38518733306537
CUST_02748,Male,1,No,Yes,42,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.82,2639.82,No,0.23384293722142838,No,Low,753.84,176.28015979500157
CUST_04235,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,Two year,No,Mailed check,91.34,4013.59,No,0.16075988977582353,No,Low,1096.08,176.20569998548464
CUST_01299,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Electronic check,75.33,240.26,No,0.19487515782662768,No,Low,903.96,176.15934766895836
CUST_02969,Male,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.13,4368.32,No,0.15430452564746577,No,Low,1141.56,176.14787429812102
CUST_02509,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,72.86,4945.45,No,0.20131379251134865,No,Low,874.3199999999999,176.01267506852233
CUST_04014,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.61,3263.71,No,0.16549947255097716,No,Low,1063.32,175.97889915290503
CUST_00974,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Mailed check,91.9,3350.81,Yes,0.1595139491947743,No,Low,1102.8000000000002,175.91198317199712
CUST_03980,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,No,Credit card,92.31,5827.94,No,0.15868283380541956,No,Low,1107.72,175.77614866293936
CUST_01551,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card,94.28,4708.65,No,0.15534243525163915,No,Low,1131.3600000000001,175.74821754629448
CUST_01782,Female,0,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,65.65,3968.45,Yes,0.22301974542480357,No,Low,787.8000000000001,175.69495544566027
CUST_00608,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.83,3595.39,No,0.2190066182454327,No,Low,801.96,175.6345475681072
CUST_03477,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,64.99,3653.35,No,0.2251827557876143,No,Low,779.8799999999999,175.61552758364462
CUST_00800,Male,1,No,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card,88.36,4678.74,No,0.16557763629578984,No,Low,1060.32,175.56527931715186
CUST_02962,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.37,114.34,Yes,0.38124856696782083,No,Low,460.43999999999994,175.5420901746634
CUST_03434,Male,1,No,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,87.83,4903.05,No,0.16650041754478892,No,Low,1053.96,175.48478007550574
CUST_03421,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,86.99,4094.67,No,0.16791589467836765,No,Low,1043.8799999999999,175.2840441368544
CUST_04256,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Electronic check,89.43,3144.24,No,0.16332539143893934,No,Low,1073.16,175.27427707661215
CUST_04978,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,One year,No,Credit card,84.96,885.42,No,0.1718547475408445,No,Low,1019.52,175.2093522128418
CUST_00998,Female,1,No,Yes,66,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.36,4540.04,Yes,0.2135833725477978,No,Low,820.3199999999999,175.20671216840947
CUST_00323,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Mailed check,84.69,1025.46,No,0.17229425414027477,No,Low,1016.28,175.09920459767844
CUST_04338,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,59.95,1652.94,No,0.2433698394548561,No,Low,719.4000000000001,175.0802625038235
CUST_03243,Female,1,Yes,No,62,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Credit card,74.13,4598.69,No,0.19676401188895418,No,Low,889.56,175.03339441593806
CUST_02539,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,No,Credit card,85.2,1357.98,No,0.1710432599508365,No,Low,1022.4000000000001,174.87462897373524
CUST_02131,Male,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,73.73,2214.56,No,0.19759884769765113,No,Low,884.76,174.8275564889738
CUST_00257,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer,62.88,2748.9,No,0.23169320066962587,No,Low,754.5600000000001,174.82642149727292
CUST_02363,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,59.16,2957.66,No,0.24615363943632848,No,Low,709.92,174.7493917086383
CUST_04782,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.48,144.95,No,0.3782965276762348,No,Low,461.76,174.68220461977816
CUST_00038,Male,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Bank transfer,66.81,4099.71,No,0.21780007181322522,No,Low,801.72,174.61467357409893
CUST_03647,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer,81.3,500.9,No,0.17894069342436225,No,Low,975.5999999999999,174.5745405048078
CUST_03194,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,72.12,5104.43,No,0.2016954121835764,No,Low,865.44,174.55527752015436
CUST_03856,Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,86.4,913.97,No,0.16835328857363271,No,Low,1036.8000000000002,174.54868959314243
CUST_02352,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card,89.8,4372.29,No,0.1619753647523456,No,Low,1077.6,174.54465305712762
CUST_00285,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,92.84,5474.2,No,0.15663586878249558,No,Low,1114.08,174.50488869320267
CUST_00218,Male,1,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,No,Bank transfer,89.74,4654.4,Yes,0.16200438664463276,No,Low,1076.8799999999999,174.45928388987213
CUST_01976,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.59,448.33,Yes,0.386489059392845,No,Low,451.08000000000004,174.33748491092453
CUST_00935,Female,0,No,No,63,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card,70.73,4469.49,No,0.20539904286236405,No,Low,848.76,174.3344916198601
CUST_04466,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.95,1081.56,No,0.1750882892066278,No,Low,995.4000000000001,174.28288307627733
CUST_03883,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Credit card,65.01,2919.33,No,0.2233362007521034,No,Low,780.1200000000001,174.22903693073093
CUST_03067,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Credit card,83.56,2501.74,No,0.17370907656244233,No,Low,1002.72,174.1815652506922
CUST_04024,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Credit card,88.68,3309.07,No,0.16362743730017487,No,Low,1064.16,174.12577367735412
CUST_04332,Male,0,No,Yes,70,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer,67.46,4721.88,No,0.21506688615028655,No,Low,809.52,174.10094567637995
CUST_00696,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card,58.84,1273.86,No,0.24656253232241881,No,Low,706.08,174.09287282221348
CUST_02991,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,64.01,1861.04,Yes,0.22659241060236934,No,Low,768.1200000000001,174.05016243189198
CUST_01690,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card,96.16,4620.81,No,0.15067291363652194,No,Low,1153.92,173.86448850345542
CUST_02379,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer,57.91,2092.89,Yes,0.25005083318147503,No,Low,694.92,173.7653249944706
CUST_01029,Male,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,94.08,5526.54,No,0.15379848491682174,No,Low,1128.96,173.63233753169507
CUST_04736,Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card,68.66,4604.97,No,0.21073541557992945,No,Low,823.92,173.62912360461547
CUST_04716,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.99,74.33,No,0.371066215970003,No,Low,467.88,173.614461128045
CUST_02340,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,92.68,6293.04,No,0.15605346912946375,No,Low,1112.16,173.55642622702442
CUST_03859,Female,1,No,No,42,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card,67.61,2853.26,No,0.2137887149617497,No,Low,811.3199999999999,173.45106022276676
CUST_04407,Male,0,No,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Credit card,77.81,1258.19,No,0.18568251111788336,No,Low,933.72,173.37547428099006
CUST_00919,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Two year,No,Mailed check,79.33,1291.41,No,0.18211118944208765,No,Low,951.96,173.36256790128976
CUST_04858,Male,1,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Mailed check,78.47,966.17,No,0.1840995011553715,No,Low,941.64,173.355454267944
CUST_03342,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card,68.83,3908.29,No,0.20980515673387976,No,Low,825.96,173.29066725591534
CUST_01412,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Electronic check,93.02,5883.47,No,0.15519539853476627,No,Low,1116.24,173.2353116604475
CUST_02092,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,Two year,No,Credit card,85.31,2797.38,No,0.16918726530596906,No,Low,1023.72,173.20038723902664
CUST_04819,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Credit card,80.21,1564.06,No,0.1798513401823838,No,Low,962.52,173.11051195234805
CUST_00531,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,No,Bank transfer,92.92,3134.74,No,0.15525035726638792,No,Low,1115.04,173.11035836631316
CUST_01479,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No,One year,No,Credit card,78.15,13.21,No,0.18458705074724677,No,Low,937.8000000000001,173.10573619076803
CUST_00308,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,No,Credit card,93.0,4190.42,No,0.15503533258685345,No,Low,1116.0,173.01943116692846
CUST_01548,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Mailed check,81.28,2696.05,No,0.17727698039925227,No,Low,975.36,172.9088756022147
CUST_01527,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Credit card,92.18,5884.89,Yes,0.15627535995165595,No,Low,1106.16,172.86555216412376
CUST_01109,Female,1,No,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,One year,Yes,Credit card,72.83,102.95,Yes,0.19779294113754134,No,Low,873.96,172.86311883656563
CUST_00074,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Two year,No,Credit card,77.47,1804.28,No,0.18588363956251877,No,Low,929.64,172.80486668289996
CUST_00871,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Credit card,81.26,550.8,Yes,0.17718851740654962,No,Low,975.1200000000001,172.78006709347468
CUST_01861,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Bank transfer,66.99,3903.77,Yes,0.2149243738303803,No,Low,803.8799999999999,172.77340563476608
CUST_04924,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.95,3279.65,No,0.2249864165724719,No,Low,767.4000000000001,172.65457607771495
CUST_02318,Male,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer,87.41,2184.15,No,0.16454987593482473,No,Low,1048.92,172.59965586555637
CUST_03870,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer,89.7,2500.18,No,0.16028068517465902,No,Low,1076.4,172.52612952200298
CUST_03774,Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.18,2767.75,No,0.24707580783471297,No,Low,698.16,172.4984459978832
CUST_04459,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.58,2903.7,No,0.23339705754859202,No,Low,738.96,172.47108964610757
CUST_02116,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,66.09,4254.4,No,0.21739632975103512,No,Low,793.08,172.41268119895093
CUST_00428,Female,1,No,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.87,2323.12,No,0.22483162925339462,No,Low,766.4399999999999,172.31995392497177
CUST_00677,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Credit card,61.41,1556.33,No,0.23382415035655557,No,Low,736.92,172.30969288075292
CUST_03622,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,88.6,3759.51,No,0.16203336446439634,No,Low,1063.1999999999998,172.27387309854615
CUST_03667,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.76,174.62,No,0.352109655060204,No,Low,489.12,172.22387448304696
CUST_00664,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,82.01,4755.2,No,0.17497955816462593,No,Low,984.1200000000001,172.20088278097168
CUST_04893,Female,1,No,No,28,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,62.06,1735.81,No,0.23118808056535237,No,Low,744.72,172.17038735862923
CUST_02186,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.71,333.71,No,0.38031816967748494,No,Low,452.52,172.10157814245548
CUST_02789,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer,66.04,3110.69,No,0.21702685427465435,No,Low,792.48,171.98944147557808
CUST_00515,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Electronic check,90.37,5967.84,Yes,0.15857369348086234,No,Low,1084.44,171.96365615838636
CUST_02709,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card,84.57,816.04,No,0.16942352450563697,No,Low,1014.8399999999999,171.9377696093006
CUST_00617,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,63.23,3051.45,No,0.2265942552994186,No,Low,758.76,171.93065715098686
CUST_01242,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.1,5384.14,No,0.14311501019229156,No,Low,1201.1999999999998,171.9097502429806
CUST_01221,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.18,3513.37,No,0.21977741652209695,No,Low,782.1600000000001,171.90110410692338
CUST_00739,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Credit card,89.0,4260.0,No,0.160924399346815,No,Low,1068.0,171.8672585023984
CUST_01484,Male,0,No,Yes,13,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Credit card,45.69,580.39,No,0.31344008641059445,No,Low,548.28,171.8529305772007
CUST_04811,Male,1,No,No,67,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.53,4516.46,No,0.21195297525123816,No,Low,810.36,171.75821302459335
CUST_04178,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,67.87,4086.28,Yes,0.210847726677766,No,Low,814.44,171.72282251543976
CUST_04554,Male,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,One year,Yes,Mailed check,82.8,778.79,No,0.17266623053458738,No,Low,993.5999999999999,171.561166659166
CUST_00422,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,Yes,One year,No,Credit card,95.04,6571.04,No,0.1503106747668789,No,Low,1140.48,171.42631835813006
CUST_03474,Female,1,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Bank transfer,85.22,1719.75,No,0.16751784612261053,No,Low,1022.64,171.31045015882643
CUST_02662,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Electronic check,90.46,5599.19,No,0.15780196947833655,No,Low,1085.52,171.2971939081239
CUST_00237,Female,1,No,Yes,66,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,91.26,6064.22,No,0.15638804456046815,No,Low,1095.1200000000001,171.2636753590599
CUST_04914,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Credit card,82.92,1206.14,No,0.17191520797709262,No,Low,995.04,171.06250854552624
CUST_03811,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.02,4799.11,No,0.19783156090382772,No,Low,864.24,170.9739481955241
CUST_03162,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,67.87,4633.01,No,0.20978382378184535,No,Low,814.44,170.85633744088614
CUST_00527,Male,1,No,Yes,68,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer,70.37,4803.87,Yes,0.2021868824171199,No,Low,844.44,170.73469098831274
CUST_03212,Female,1,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer,85.84,694.85,No,0.16565912778331623,No,Low,1030.08,170.64215434703837
CUST_03905,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,No,Bank transfer,92.12,3948.93,No,0.15433374154400387,No,Low,1105.44,170.60669125240364
CUST_04881,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,84.11,3931.55,No,0.16899795948002216,No,Low,1009.3199999999999,170.57302046237595
CUST_04302,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Credit card,90.08,1783.47,Yes,0.15779224187105104,No,Low,1080.96,170.56710177293132
CUST_00674,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.25,2450.41,No,0.2281281634066901,No,Low,747.0,170.4117380647975
CUST_00940,Female,1,Yes,No,62,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.97,4379.42,No,0.20006788876576045,No,Low,851.64,170.38581678847223
CUST_02197,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,No,Electronic check,84.58,4637.84,No,0.16783732150689457,No,Low,1014.96,170.3481678366377
CUST_01881,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,41.13,252.13,Yes,0.3450062577775543,No,Low,493.56000000000006,170.2812885886897
CUST_02759,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,Yes,Mailed check,90.46,5971.42,No,0.15676539082634486,No,Low,1085.52,170.17196704981387
CUST_02523,Female,1,No,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,89.21,2940.27,No,0.15887751742993525,No,Low,1070.52,170.08155995909428
CUST_04172,Male,1,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Bank transfer,68.65,2903.87,Yes,0.20630894669824348,No,Low,823.8000000000001,169.957310290013
CUST_04611,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Credit card,89.22,3471.73,Yes,0.15869190958469245,No,Low,1070.6399999999999,169.90190607775511
CUST_02040,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,One year,No,Electronic check,85.63,3349.08,No,0.1653174279083397,No,Low,1027.56,169.87357622149352
CUST_02642,Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card,77.74,2625.34,Yes,0.18200578778649404,No,Low,932.8799999999999,169.78955931026454
CUST_00647,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Mailed check,87.27,1027.92,No,0.16206093016759773,No,Low,1047.24,169.71668850871504
CUST_04344,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Electronic check,88.23,3533.69,No,0.16028042681721003,No,Low,1058.76,169.6985046969893
CUST_03606,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Credit card,69.9,4914.42,No,0.20222669522045367,No,Low,838.8000000000001,169.62775195091655
CUST_02105,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,89.03,5161.53,No,0.15873978202288555,No,Low,1068.3600000000001,169.59123352197003
CUST_00155,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.56,693.98,No,0.36647030091587346,No,Low,462.72,169.57313763979298
CUST_01087,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.81,267.99,No,0.3838124879974978,No,Low,441.72,169.53765219825473
CUST_04100,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Bank transfer,80.63,1598.45,No,0.17520829585814246,No,Low,967.56,169.5245387405043
CUST_02638,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,86.57,3784.24,No,0.16311880234631385,No,Low,1038.84,169.45433662944467
CUST_00202,Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Electronic check,78.26,2195.86,No,0.18041134164275308,No,Low,939.1200000000001,169.4278991635423
CUST_02589,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,95.57,6225.87,Yes,0.14773071620432318,No,Low,1146.84,169.42349457176599
CUST_03150,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,80.34,2942.08,No,0.1757324625208441,No,Low,964.08,169.4201524670954
CUST_00321,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Mailed check,95.8,4704.76,Yes,0.1473393038350593,No,Low,1149.6,169.38126368878417
CUST_01754,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,89.35,6251.38,No,0.1578565714384798,No,Low,1072.1999999999998,169.253815896338
CUST_04054,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,One year,No,Bank transfer,82.22,1341.69,Yes,0.17142776060801873,No,Low,986.64,169.1374857262956
CUST_00037,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,87.53,5157.13,Yes,0.16090544507652702,No,Low,1050.3600000000001,169.00864329058095
CUST_01615,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,91.68,6413.71,No,0.15340761934691105,No,Low,1100.16,168.77292650069768
CUST_04382,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer,84.4,2010.77,No,0.1665465027332976,No,Low,1012.8000000000001,168.67829796828383
CUST_00364,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,89.11,5246.4,No,0.15773234395967792,No,Low,1069.32,168.6663500429628
CUST_04399,Male,0,No,No,28,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.44,1392.66,No,0.2786581165990972,No,Low,605.28,168.66618481510156
