customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_02162,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,No,Mailed check,89.76,737.46,No
CUST_02163,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,Two year,Yes,Bank transfer,63.06,1193.59,No
CUST_02164,Female,1,Yes,No,20,Yes,No,DSL,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.82,1565.2,No
CUST_02165,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,77.41,1226.49,No
CUST_02166,Male,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.19,763.23,Yes
CUST_02167,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.77,5530.44,No
CUST_02168,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,83.53,350.6,Yes
CUST_02169,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card,84.75,5006.11,Yes
CUST_02170,Female,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.1,1042.16,No
CUST_02171,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,98.05,4997.7,No
CUST_02172,Female,1,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35.14,1674.51,No
CUST_02173,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,62.53,1124.24,Yes
CUST_02174,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card,82.3,1331.12,No
CUST_02175,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Mailed check,99.13,5209.08,No
CUST_02176,Male,1,No,Yes,67,No,No phone service,DSL,Yes,No,No,No,One year,No,Bank transfer,44.27,2929.07,No
CUST_02177,Female,0,No,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer,65.11,2239.48,Yes
CUST_02178,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer,84.39,3327.73,Yes
CUST_02179,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,93.94,1090.67,No
CUST_02180,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,One year,Yes,Credit card,62.95,2014.41,No
CUST_02181,Female,0,No,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.59,1061.84,Yes
CUST_02182,Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.61,5202.05,No
CUST_02183,Male,1,Yes,No,14,Yes,Yes,DSL,No,No,No,No,One year,No,Electronic check,60.08,840.38,No
CUST_02184,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,36.68,1115.81,No
CUST_02185,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.55,895.03,No
CUST_02186,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.71,333.71,No
CUST_02187,Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.86,3704.05,No
CUST_02188,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,Yes,One year,Yes,Mailed check,66.14,4633.6,No
CUST_02189,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.02,1086.54,No
CUST_02190,Male,1,No,No,6,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,62.66,359.7,No
CUST_02191,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,68.43,259.57,Yes
CUST_02192,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,One year,No,Credit card,75.09,4210.87,No
CUST_02193,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68.06,4825.94,No
CUST_02194,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,81.24,3149.28,Yes
CUST_02195,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.82,916.62,No
CUST_02196,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,78.37,2698.25,Yes
CUST_02197,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,No,Electronic check,84.58,4637.84,No
CUST_02198,Female,0,No,No,46,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.76,2978.68,No
CUST_02199,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.59,6085.91,No
CUST_02200,Male,1,No,No,39,Yes,No,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,67.4,2645.76,No
CUST_02201,Male,0,No,No,58,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.09,3883.75,Yes
CUST_02202,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Credit card,74.94,3137.56,No
CUST_02203,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,82.78,5368.29,No
CUST_02204,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,Two year,No,Credit card,64.47,483.28,No
CUST_02205,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,35.44,151.0,No
CUST_02206,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.23,2053.96,Yes
CUST_02207,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,One year,No,Bank transfer,72.95,141.92,No
CUST_02208,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,90.75,3258.91,Yes
CUST_02209,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.81,3138.72,No
CUST_02210,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.67,299.25,No
CUST_02211,Male,0,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,20.95,1069.96,No
CUST_02212,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.65,3407.01,No
CUST_02213,Female,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.04,4777.93,No
CUST_02214,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Bank transfer,77.63,1937.02,No
CUST_02215,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,93.13,1420.23,No
CUST_02216,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.38,4039.81,Yes
CUST_02217,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,88.92,4449.42,No
CUST_02218,Male,1,Yes,No,38,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,59.48,2261.61,No
CUST_02219,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.53,1995.53,No
CUST_02220,Male,1,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.58,2269.2,No
CUST_02221,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.89,5451.33,No
CUST_02222,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card,87.52,3862.03,No
CUST_02223,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.2,587.46,No
CUST_02224,Male,0,No,Yes,36,No,No phone service,Fiber optic,No,Yes,No,No,One year,No,Credit card,72.52,2618.11,No
CUST_02225,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer,78.44,11.21,No
CUST_02226,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.39,2447.49,Yes
CUST_02227,Male,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.71,2223.85,Yes
CUST_02228,Male,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,39.04,1667.33,No
CUST_02229,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,Yes,Electronic check,91.82,2469.15,No
CUST_02230,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,79.3,2373.94,No
CUST_02231,Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.89,3680.57,Yes
CUST_02232,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.52,686.35,Yes
CUST_02233,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.56,1181.41,No
CUST_02234,Male,1,No,No,48,Yes,Yes,DSL,No,Yes,No,No,Two year,No,Mailed check,61.86,2992.54,No
CUST_02235,Male,0,No,No,57,No,No phone service,Fiber optic,Yes,Yes,No,No,One year,Yes,Credit card,79.01,4476.32,No
CUST_02236,Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.29,1631.87,No
CUST_02237,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.81,680.81,No
CUST_02238,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Credit card,76.06,166.16,No
CUST_02239,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,94.03,4126.68,No
CUST_02240,Male,0,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.74,2657.28,No
CUST_02241,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,81.12,2700.8,No
CUST_02242,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Two year,No,Electronic check,65.32,4428.07,No
CUST_02243,Male,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.55,469.97,No
CUST_02244,Female,1,No,No,26,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card,61.41,1604.07,No
CUST_02245,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,77.88,4853.61,No
CUST_02246,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,77.68,1894.33,Yes
CUST_02247,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer,83.96,4820.1,No
CUST_02248,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.93,1810.7,No
CUST_02249,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.94,0.0,Yes
CUST_02250,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,78.43,534.61,Yes
CUST_02251,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,81.86,1634.15,Yes
CUST_02252,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,Yes,One year,Yes,Electronic check,68.33,1917.29,No
CUST_02253,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card,81.96,2394.66,No
CUST_02254,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.46,136.74,Yes
CUST_02255,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.19,553.86,Yes
CUST_02256,Female,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,84.76,840.36,No
CUST_02257,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,88.71,2778.84,No
CUST_02258,Female,0,No,No,58,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.15,3081.96,No
CUST_02259,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.56,926.62,No
CUST_02260,Male,1,No,Yes,37,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Electronic check,81.13,3032.83,No
CUST_02261,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card,86.59,1954.07,No
CUST_02262,Female,1,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card,84.07,5381.81,No
CUST_02263,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Mailed check,101.79,1695.49,Yes
CUST_02264,Female,0,No,No,45,Yes,No,DSL,No,No,No,Yes,One year,Yes,Bank transfer,68.38,3048.51,No
CUST_02265,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.8,3895.16,No
CUST_02266,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,83.74,5172.75,No
CUST_02267,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.22,556.09,Yes
CUST_02268,Female,0,No,No,65,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card,51.34,3338.6,No
CUST_02269,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer,69.06,2678.91,No
CUST_02270,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,59.56,3125.52,Yes
CUST_02271,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.19,2458.69,No
CUST_02272,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card,83.51,4262.39,No
CUST_02273,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card,94.31,2812.31,No
CUST_02274,Female,1,Yes,No,33,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.27,1478.43,No
CUST_02275,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.98,440.29,Yes
CUST_02276,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,No,Electronic check,82.9,1245.35,No
CUST_02277,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.18,1510.43,No
CUST_02278,Female,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,72.89,3798.82,No
CUST_02279,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,90.93,1479.28,Yes
CUST_02280,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.05,114.04,No
CUST_02281,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Yes,Credit card,51.52,3121.22,No
CUST_02282,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.58,1609.53,Yes
CUST_02283,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,No,Credit card,64.27,2147.71,Yes
CUST_02284,Female,0,No,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,78.84,3364.22,Yes
CUST_02285,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.02,1267.18,Yes
CUST_02286,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,88.29,5290.92,No
CUST_02287,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,82.05,3513.99,Yes
CUST_02288,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.92,1748.91,No
CUST_02289,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,68.81,3187.33,No
CUST_02290,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Credit card,77.39,3669.48,No
CUST_02291,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,One year,No,Mailed check,64.55,3371.37,No
CUST_02292,Female,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,77.71,2009.99,No
CUST_02293,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Mailed check,93.91,2783.12,No
CUST_02294,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,98.67,4216.4,No
CUST_02295,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card,89.71,2770.55,No
CUST_02296,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,2457.34,No
CUST_02297,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,83.19,1395.15,No
CUST_02298,Male,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.29,1107.55,No
CUST_02299,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,89.86,1385.6,No
CUST_02300,Female,0,No,No,34,No,No phone service,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer,63.43,2157.82,Yes
CUST_02301,Male,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.34,4363.41,No
CUST_02302,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,88.09,724.3,Yes
CUST_02303,Male,1,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Electronic check,70.26,4275.06,No
CUST_02304,Male,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Credit card,80.31,3046.96,No
CUST_02305,Male,1,No,Yes,50,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.83,3794.64,No
CUST_02306,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,One year,Yes,Electronic check,63.61,550.48,No
CUST_02307,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.94,4820.54,No
CUST_02308,Female,1,No,No,11,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.88,876.7,Yes
CUST_02309,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,34.34,2489.0,Yes
CUST_02310,Male,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,94.13,5710.7,No
CUST_02311,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,71.35,153.55,No
CUST_02312,Female,1,No,No,10,Yes,No,DSL,No,No,Yes,No,One year,Yes,Credit card,61.65,626.99,No
CUST_02313,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card,83.47,589.3,Yes
CUST_02314,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.48,2082.91,No
CUST_02315,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,70.45,614.02,Yes
CUST_02316,Male,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.41,559.47,No
CUST_02317,Female,1,No,No,38,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,60.95,2351.9,No
CUST_02318,Male,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer,87.41,2184.15,No
CUST_02319,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Mailed check,78.68,758.92,No
CUST_02320,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.88,273.56,No
CUST_02321,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card,88.04,166.17,No
CUST_02322,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.84,6074.17,No
CUST_02323,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.43,2684.92,No
CUST_02324,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card,80.86,4868.1,No
CUST_02325,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,85.6,273.84,No
CUST_02326,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card,88.39,5307.98,No
CUST_02327,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.84,671.35,Yes
CUST_02328,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,One year,Yes,Electronic check,65.42,789.65,No
CUST_02329,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,64.1,692.11,Yes
CUST_02330,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.06,2815.65,No
CUST_02331,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer,95.87,5053.95,Yes
CUST_02332,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,65.83,3299.5,No
CUST_02333,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,94.86,3991.05,Yes
CUST_02334,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,5245.88,Yes
CUST_02335,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.08,886.86,Yes
CUST_02336,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Electronic check,91.34,4379.83,No
CUST_02337,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,37.58,1221.87,No
CUST_02338,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,81.22,3112.69,Yes
CUST_02339,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.9,1981.65,No
CUST_02340,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,92.68,6293.04,No
CUST_02341,Female,1,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Bank transfer,85.32,4039.56,No
CUST_02342,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Credit card,85.73,4265.85,No
CUST_02343,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.77,287.9,Yes
CUST_02344,Male,0,No,No,26,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Yes,Mailed check,59.42,1565.4,No
CUST_02345,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card,70.7,2929.86,No
CUST_02346,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,One year,No,Mailed check,67.53,3701.37,Yes
CUST_02347,Male,1,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.7,5374.67,No
CUST_02348,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.24,1570.72,No
CUST_02349,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,83.56,5007.38,No
CUST_02350,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.66,269.94,No
CUST_02351,Female,1,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,79.69,0.0,No
CUST_02352,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card,89.8,4372.29,No
CUST_02353,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.45,6476.8,No
CUST_02354,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,41.05,785.81,No
CUST_02355,Female,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,Two year,No,Credit card,68.69,1311.02,No
CUST_02356,Male,0,No,No,45,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.3,2537.41,No
CUST_02357,Female,0,Yes,No,26,No,No phone service,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,78.59,2025.29,No
CUST_02358,Male,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Electronic check,89.0,2241.28,Yes
CUST_02359,Female,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.34,1078.87,No
